ID;Item Number;Suffix 1;Suffix 2;ItemNo;Device Type;Manufacturer;Delimiter;Part Number;Major Functions;Horizontal/Vertical;Rack/Panel;RU;Zones of Protection;Power Supply Voltage;Control Voltage;AC/DC Control Voltage;AC Current Input;AC Voltage Input;Standard Inputs 1;Standard Input Type 1;Standard Inputs 2;Standard Input Type 2;Standard Outputs 1;Standard Output Type 1;Standard Outputs 2;Standard Output Type 2;Additional Board 1;Board 1 Additional Inputs 1;Board 1 Additional Input Type 1;Board 1 Additional Inputs 2;Board 1 Additional Input Type 2;Board 1 Additional Outputs 1;Board 1 Additional Output Type 1;Board 1 Additional Outputs 2;Board 1 Additional Output Type 2;Additional Board 2;Board 2 Additional Inputs 1;Board 2 Additional Input Type 1;Board 2 Additional Inputs 2;Board 2 Additional Input Type 2;Board 2 Additional Outputs 1;Board 2 Additional Output Type 1;Board 2 Additional Outputs 2;Board 2 Additional Output Type 2;Additional Board 3;Board 3 Additional Inputs 1;Board 3 Additional Input Type 1;Board 3 Additional Inputs 2;Board 3 Additional Input Type 2;Board 3 Additional Outputs 1;Board 3 Additional Output Type 1;Board 3 Additional Outputs 2;Board 3 Additional Output Type 2;User Interface;Communications;Coil Operation Voltage;AC/DC Coil Operation Voltage;Handle Style;Spring Return/Maintain;Qty of Decks;Meter Form;Number of Phases;Number of Wires;Test Switch Arrangement;Test Switch Arrangement A;Test Switch Arrangement B;Test Switch Arrangement C;Test Switch Cover;Lamp Voltage;AC/DC Lamp Voltage;Lamp color;Lens color;Catalog cut included;Length;Length Unit;Comm Int Type 1;Comm Int Qty 1;Comm Int Type 2;Comm Int Qty 2;Comm Int Type 3;Comm Int Qty 3;Comm Int Type 4;Comm Int Qty 4;Comm Int Type 5;Comm Int Qty 5;Comm Int Type 6;Comm Int Qty 6;Comm Int Type 7;Comm Int Qty 7;Comm Int Type 8;Comm Int Qty 8;Reset;Common Material;Need to add to ACADE Cat;Need to add Footprint for ACADE;Inventory Quantity;Inventory Location;Photo on file;Itemize Price;Short Name;Status;StatusReason;WnSingleAll;WnSingleTerm;Wn2Wire;Wn3Wire;WnAWGRec;WnAWGRecAll;WnAWGRecTerms;WnTSPAll;WnTSPTerms;WnTerm;WnTermBlank;WnJumperItem;WnJumperUse;WnGround;WnOther
259;35;E;;35E;Rotary Switch;Electroswitch;Series 24;7828DD;Lock-out relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;DC;Oval;;8;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;Electric;0;1;1;;;0;1;ELECTROSWITCH LOCKOUT RELAY;;;0;A, B, G, H;0;0;;0;;0;;;0;;;;
260;35;F;;35F;Rotary Switch;Electroswitch;Series 24;7840DD;Lock-out relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;DC;Oval;;10;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;Electric;0;1;1;;;0;1;ELECTROSWITCH LOCKOUT RELAY;;;0;A, B, G, H;0;0;;0;;0;;;0;;;;
264;1;D;;1D;Relay;SEL;;0311C10HH3E54X1;Distance relay;Horizontal;Rack;2;4;48/125V DC or 120V AC;125;DC;5;300;6;optoisolated inputs;;;3;high current outputs;5;outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG;1;;;;;;;;;;0;1;1;;;0;1;SEL-311C RELAY;;;0;;0;0;;0;;0;;;0;;;;
265;43;A;;43A;Test Switch;ABB;Type FT-19R;FRXG 026 001 026;Test switch, 30-pole;;Rack;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P,C-C,P,C-C,P,C-C,P;P,P,P,P,P,P,P,P,P,P;P,C-C,P,C-C,P,C-C,P;Full length, clear;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
266;32;A;;32A;Rotary Switch;Electroswitch;Series 24;74202D;Control switch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pistol grip;Spring return;2;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH CONTROL SWITCH;;;0;;0;0;;0;;0;;;0;;;;
267;77;A;;77A;Resistor/Indicating Lamp;GE;;116B6708G43R73C4;Indicating lamp, round type, complete with resistor and LED lamp, Type ET-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;AC/DC;Red;Clear;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
268;77;B;;77B;Resistor/Indicating Lamp;GE;;116B6708G43G73C4;Indicating lamp, round type, complete with resistor and LED lamp, Type ET-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;AC/DC;Green;Clear;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
269;77;;;77;Resistor/Indicating Lamp;GE;;11272;250;A;;250A;Miscellaneous;Hilti;KWIK HUS-EZ;KH-EZ 1/2'x3';Screw anchor Material: Carbon steel Diameter: 1/2 inch Hole diameter: 1/2 inch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;inches;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
274;31;F;;31F;Rotary Switch;Electroswitch;Series 24;24PA202LB;Selector switch, on/off;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oval;Maintain;2;;;;;;;;;;;Amber;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SELECTOR SWITCH;NOT RECOMMENDED;Consider 32H for escutcheon;0;;0;0;;0;;0;;;0;;;;
276;123;B;;123B;Miscellaneous;ABB;;7B4618G04;Standard individual current circuit test plug - leads not included;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
277;141;;;141;Panel Material;;;;Touch-up paint from same lot used to paint panel exterior 1 pint;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
278;141;A;;141A;Panel Material;;;;Touch-up paint from same lot used to paint panel interior 1 pint;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
279;123;C;;123C;Miscellaneous;;;;Pen for marking terminal blocks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
280;205;A;;205A;Miscellaneous;SEL;;C234A-003;EIA-232 serial cable, PVC jacketed, standard-shielded, for connecting a computer or terminal to a DTE device, male DB9 to female DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
281;205;B;;205B;Miscellaneous;SEL;;C234A-004;EIA-232 serial cable, PVC jacketed, standard-shielded, for connecting a computer or terminal to a DTE device, male DB9 to female DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
282;205;C;;205C;Miscellaneous;SEL;;C234A-005;EIA-232 serial cable, PVC jacketed, standard-shielded, for connecting a computer or terminal to a DTE device, male DB9 to female DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
283;205;D;;205D;Miscellaneous;SEL;;C234A-006;EIA-232 serial cable, PVC jacketed, standard-shielded, for connecting a computer or terminal to a DTE device, male DB9 to female DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
284;205;E;;205E;Miscellaneous;SEL;;C234A-010;EIA-232 serial cable, PVC jacketed, standard-shielded, for connecting a computer or terminal to a DTE device, male DB9 to female DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;10;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
285;205;F;;205F;Miscellaneous;SEL;;C234A-015;EIA-232 serial cable, PVC jacketed, standard-shielded, for connecting a computer or terminal to a DTE device, male DB9 to female DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;15;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
286;205;G;;205G;Miscellaneous;SEL;;C234A-020;EIA-232 serial cable, PVC jacketed, standard-shielded, for connecting a computer or terminal to a DTE device, male DB9 to female DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;20;feet;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
287;118;A;;118A;Panel Material;Southco;;62-30-11;Flip turn door handle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
288;12;E;;12E;Clock/Comm. Proc./Revenue Meter;SEL;;0735VX00922EGXA2XX16101XX;Revenue meter;Vertical;Panel;;;24/48V DC;48;DC;22;300;2;inputs;;;3;outputs;;;;4;inputs;;;4;outputs;;;;;;;;;;;;;;;;;;;;;;SEL ASCII, SEL LMD, SEL Fast Meter, SEL Compressed ASCII, MV-90 Translation�, Modbus� RTU/TCP, MIRRORED BITS� Communications, Telnet,294;14;K;;14K;Clock/Comm. Proc./Revenue Meter;SEL;;22442424X0;Axion digital input module;;;;;;125;AC/DC;;;24;inputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;SEL-2244-2 125V DC DIGITAL INPUT MODULE;;;1;;0;0;;0;;0;;No;0;14D;extending status common to independent inputs;;25V DC/120V AC POWER MODULE;;;1;;0;0;;0;;0;;No;0;;;;LAN/WAN, and Synchrophasors;Standard Communications Protocols;;;;;;Form 9 (4-wire wye;3 PTs, 3 CTs);;;;;;;;;;;;1;;;EIA-232 DB9;3;EIA-485 terminal block;1;10/100Base-T;1;IRIG terminal blocks;1;Telephone modem;1;Optical;1;;;;;;0;1;1;;;0;1;SEL-735 REVENUE METER;;;0;A01-A12, D01-D14, Z07-Z10;0;0;;0;;0;Port 4A;;0;;;;4A;;0;;;;
295;1;E;;1E;Relay;SEL;;0311C11HR3E5421;Distance relay;Horizontal;Rack;3;4;48/125V DC or 120V AC;125;DC;5;300;6;optoisolated inputs;;;3;high current outputs;5;outputs;;8;inputs;;;12;outputs;;;;;;;;;;;;;;;;;;;;;Safelock trip/close pushbuttons with configurable labels;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-311C RELAY;;;0;;0;0;;0;;0;;;0;;;;
296;12;H;;12H;Clock/Comm. Proc./Revenue Meter;SEL;;0735VX00944EGXA4XX16101XX;Revenue meter;Vertical;Panel;;;125/250V AC/DC;125;AC/DC;22;300;2;inputs;;;3;outputs;;;;4;inputs;;;4;outputs;;;;;;;;;;;;;;;;;;;;;;SEL ASCII, SEL LMD, SEL Fast Meter, SEL Compressed ASCII, MV-90 Translation�, Modbus� RTU/TCP, MIRRORED BITS� Communications, Telnet, DNP3 Level 2 Outstation and LAN/WAN(3), and Synchrophasors(3);Standard Communications Protocols;;;;;;Form 9 (4-wire wye;3 PTs, 3 CTs);;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;2;10/100Base-T;1;IRIG terminal blocks;1;Telephone modem;1;Optical;1;;;;;;0;1;1;;;0;1;SEL-735 REVENUE METER;;;0;A01-A12, D01-D14, Z07-Z10;0;0;;0;;0;Port 4A;;0;;;;
297;0;A;;0A;Panel Material;;;;NEMA 1 enclosure, 60' h x 32' w x 22' d, complete with subpanels, front swinging panel with open position locking bar, 3-point latch with padlocking handle, mounting channels, ANSI 61 light gray exterior finish, and white interior finish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
298;35;G;;35G;Rotary Switch;Electroswitch;Series 24;7805D;Lock-out relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;DC;Oval;;5;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;Manual;0;1;1;;;0;1;ELECTROSWITCH LOCKOUT RELAY;;;0;;0;0;;0;;0;;;0;;;;
299;35;H;;35H;Rotary Switch;Electroswitch;Series 24;7825DD;Lock-out relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;DC;Oval;;5;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;Electric;0;1;1;;;0;1;ELECTROSWITCH LOCKOUT RELAY;;;0;A, B, G, H;0;0;;0;;0;;;0;;;;
300;1;F;;1F;Relay;SEL;;0311C10HH3E52X1;Distance relay;Horizontal;Rack;2;4;48/125V DC or 120V AC;48;DC;5;300;6;optoisolated inputs;;;3;high current outputs;5;outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hard-wired Pushbuttons;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG;1;;;;;;;;;;0;1;1;;;0;1;SEL-311C RELAY;;;0;;0;0;;0;;0;;;0;;;;
303;76;A;;76A;Resistor/Indicating Lamp;GE;;116B6708G42R52C4;Indicating lamp, round type, complete with resistor and LED lamp, Type ET-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;DC;Red;Clear;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
304;76;B;;76B;Resistor/Indicating Lamp;GE;;116B6708G42G52C4;Indicating lamp, round type, complete with resistor and LED lamp, Type ET-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;DC;Green;Clear;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
305;35;J;;35J;Rotary Switch;Electroswitch;Series 24;7825CC;Lock-out relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;DC;Oval;;5;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;Electric;0;1;1;;;0;1;ELECTROSWITCH LOCKOUT RELAY;;;0;A, B, G, H;0;0;;0;;0;;;0;;;;
306;2;C;;2C;Relay;SEL;;0311L1JDD325262XX;Line current differential relay;Horizontal;Rack;4;4;48/125V DC or 125V AC;48;DC;5;150;6;optoisolated inputs;;;8;outputs;6;high speed - high current outputs;;8;optoisolated inputs;;;12;high 315;43;B;;43B;Test Switch;ABB;Type FT-19R;FRXG 026 026 026;Test switch, 30-pole;;Rack;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P,C-C,P,C-C,P,C-C,P;P,C-C,P,C-C,P,C-C,P;P,C-C,P,C-C,P,C-C,P;Full length, clear;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;232 DB9;2;EIA-485 terminal block;1;IRIG terminal block;1;;;;;;;;;;;;0;1;1;;;0;1;SEL-387 RELAY;;;0;;0;0;;0;;0;;;0;;;;lock;1;10/100Base-T;2;Fiber optic SM ST 1300 nm;2;;;;;;;;;;0;1;1;;;0;1;SEL-311L RELAY;;;0;;0;0;;0;;0;;;0;;;;;1;SEL-311L RELAY;;;0;;0;0;;0;;0;;;0;;;;
316;4;A;;4A;Relay;SEL;;0501203X561P2B;Overcurrent relay This P/N includes 2 relays mounted side by side. Details listed are for one relay.;Horizontal;Rack;2;;48/125V DC or 125V AC;125;DC;5;;2;optoisolated inputs;;;5;outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;Standard plus Modbus;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;1;;;;;;;;;;;;;;;;0;1;1;;;0;1;SEL-501 RELAY;;;0;;0;0;;0;;0;;;0;;;;
317;13;C;;13C;Clock/Comm. Proc./Revenue Meter;SEL;;3530AB0XX211X000XXXX;Real-time automation controller (RTAC);Horizontal;Rack;1;;48/125V DC or 120V AC;;;;;1;input;;;1;output;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Client: SEL, DNP3, Modbus, IEC 60870-5-101/104, C37.118 Synchrophasors, L&G 8979, CP2179, SNMP Server: SEL, DNP3, Modbus, L&G 8979, SES-92, IEC 60870-5-101/104, C37.118 Synchrophasors, CDC Type II Peer-to-Peer: Mirrored Bits, Network Global Variable List (NGVL);;;;;;;;;;;;;;;;;;1;;;EIA-232/EIA-485 DB9;16;EIA-232/EIA-485 terminal block;1;BNC IRIG In;1;BNC IRIG Out;1;10/100Base-T;2;USB A;1;USB B;1;;;;0;1;1;;;0;1;SEL-3530 RTAC;;;0;A01-A08;0;0;;0;;0;COM17;;0;;;;
318;15;;;15;Clock/Comm. Proc./Revenue Meter;SEL;;2730M0ARAA1133AAAAX0;Managed ethernet switch;Horizontal;Rack;1;;(2) 125/250V DC or AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;10/100/1000Base-T;4;10/100Base-T;8;100Base-LX10 SM;8;;;;;;;;;;;;0;1;1;;;0;1;SEL-2730 MANAGED ETHERNET SWITCH;;;0;;0;0;;0;;0;;;0;;;;
319;13;D;;13D;Clock/Comm. Proc./Revenue Meter;SEL;;3620XHB0XXX0;Ethernet security gateway;Horizontal;Rack;1;;48/125V DC or 120V AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;EIA-232/EIA-485 DB9;16;EIA-232/EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG In;1;BNC IRIG Out;1;USB A;1;USB B;1;;;;0;1;1;;;0;1;SEL- 3620 SECURITY GATEWAY;;;0;A01-A08;0;0;;0;;0;COM17;;0;;;;
320;162;B;;162B;Panel Material;;;;Subpanel;;Rack;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
321;162;C;;162C;Panel Material;;;;DB9 patch panel, 16 ports, unloaded;;Rack;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
322;16;;;16;Clock/Comm. Proc./Revenue Meter;MOXA;;UC-8132-LX;Computing platform;;DIN rail;;;12-24V DC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;EIA-232/EIA-485 terminal block;2;10/100Base-T;2;SD card socket;1;USB A;1;;;;;;;;;;0;1;1;;;0;1;MOXA COMPUTING PLATFORM;;;0;;0;0;;0;;0;;;0;;;;
323;125;C;;125C;Miscellaneous;Automation Direct;RHINO;PSB24-240;Power supply, 240W Mounting: DIN rail Input: 120/240V AC, 120-375V DC Output: 12/24V DC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
324;199;;;199;Miscellaneous;;;;Hex nut (#4-40, 5mm length) and flat washer for connecting DB9 cable to patch panel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
325;40;A;;40A;Test Switch;ABB;Type FT-19R;FRXG 073 073 073;Test switch, 30-pole;;Rack;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C-C,C-C,C-C,C-C,C-C;C-C,C-C,C-C,C-C,C-C;C-C,C-C,C-C,C-C,C-C;Full length, clear;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
326;0;B;;0B;Panel Material;;;;NEMA 1 enclosure, 46' h x 32' w x 22' d, complete with subpanels, front swinging panel with open position locking bar, 3-point latch with padlocking handle, mounting channels, ANSI 61 light gray exterior finish, and white interior finish;;;;;;;;;;;;;;;;336;3;E;;3E;Relay;SEL;;0387513X5H2X4X1;Current differential and overcurrent relay;Horizontal;Rack;3;;48/125V DC or 125V AC;125;DC;5;;6;optoisolated inputs;;;8;outputs;;;;8;inputs;;;12;outputs;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;Standard plus DNP 3.00 Level 2 Slave;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;IRIG terminal block;1;;;;;;;;;;;;0;1;1;;;0;1;SEL-387 RELAY;;;0;;0;0;;0;;0;;;0;;;;pter plate).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;BECKWITH TAP CHANGE CONTROLLER;;;0;;0;0;;0;;0;;;0;;;;
337;31;G;;31G;Rotary Switch;Electroswitch;Series 24;94804DD;Selector switch relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;DC;Oval;Maintain;4;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SELECTOR SWITCH;;;0;1H, TB1, TB4 (no connections allowed on H, TB3);0;0;;0;;0;;;0;;;;
338;32;B;;32B;Rotary Switch;Electroswitch;Series 24;74202ABE;Control switch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pistol grip;Spring return;2;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH CONTROL SWITCH;;;0;;0;0;;0;;0;;;0;;;;
339;77;C;;77C;Resistor/Indicating Lamp;;;;Cutout and cover for GE Type ET-16 indicating lamp, round type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;0;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
340;2;D;;2D;Relay;SEL;;0311L1JDA325462XX;Line current differential relay;Horizontal;Rack;4;4;48/125V DC or 125V AC;125;DC;5;150;6;optoisolated inputs;;;8;outputs;6;high speed - high current outputs;;8;optoisolated inputs;;;12;high current outputs;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;Standard Serial Protocols, Serial DNP3 with Two 10/100BASE-T Ethernet Ports, SEL ASCII Via Telnet;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;Fiber optic SM ST 1300 nm;1;EIA-422 25-pin male;1;10/100Base-T;2;IRIG terminal block;1;;;;;;0;1;1;;;0;1;SEL-311L RELAY;;;0;;0;0;;0;;0;;;0;;;;
341;2;E;;2E;Relay;SEL;;0311L1JDD325462XX;Line current differential relay;Horizontal;Rack;4;4;48/125V DC or 125V AC;125;DC;5;150;6;optoisolated inputs;;;8;outputs;6;high speed - high current outputs;;8;optoisolated inputs;;;12;high current outputs;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;Standard Serial Protocols, Serial DNP3 with Two 10/100BASE-T Ethernet Ports, SEL ASCII Via Telnet;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;Fiber optic SM ST 1300 nm;2;10/100Base-T;2;IRIG terminal block;1;;;;;;;;0;1;1;;;0;1;SEL-311L RELAY;;;0;;0;0;;0;;0;;;0;;;;
342;31;H;;31H;Rotary Switch;Electroswitch;Series 24;24201B;Selector switch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oval;Maintain;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SELECTOR SWITCH;;;0;;0;0;;0;;0;;;0;;;;
343;1;H;;1H;Relay;SEL;;0311C11HR3E5461;Distance relay;Horizontal;Rack;3;4;48/125V DC or 120V AC;125;DC;5;300;6;optoisolated inputs;;;3;high current outputs;5;outputs;;8;inputs;;;12;high current outputs;;;;;;;;;;;;;;;;;;;;;Safelock trip/close pushbuttons with configurable labels;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-311C RELAY;;;0;;0;0;;0;;0;;;0;;;;
344;14;L;;14L;Clock/Comm. Proc./Revenue Meter;SEL;;22452121XX0;Axion analog input module, software selectable to �20mA, �2mA, �10V;;;;;;;;;;16;inputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;SEL-2245-2 ANALOG INPUT MODULE;;;1;;0;0;16 or 18;1;;1;;No;0;;;;
